,Amount($),Year of Funding,Founded,Company/Brand,Sector,Stage,HeadQuarter,What it does
1426,55000000.0,2020,2013,MedGenome,Healthtech,Series D,Bangalore,Genetic diagnostic testing company
1427,4598000.0,2020,2015,Ergos,Agritech,Series A,Bangalore,It enables farmers to digitise their foodgrain and also provide access to supply chain solutions
1428,13137000.0,2020,2012,Nykaa,Ecommerce,Series A,Mumbai,Deals in cosmetic and wellness products
1429,85860249.91073933,2020,2018,Samadhan,Insurance,Seed Round,Delhi,They help find solutions to insurance related issues
1430,85860249.91073933,2020,2015,SaScan,Healthcare,Series A,Bangalore,Cancer diagnostics startup
1431,3000000.0,2020,2015,Lido Learning,Edtech,Series A,Mumbai,Online teaching service
1432,115000000.0,2020,2016,CureFit,Health and Fitness,Series D,Bangalore,"Integrated platform for food, fitness and meditation."
1433,85860249.91073933,2020,2018,Nimesa,SaaS,Series A,Bangalore,Cloud data managemnt solutions enterprise
1434,200000.0,2020,2015,Design X,IoT,Seed Round,Noida,Builds IoT based products
1435,85860249.91073933,2020,2015,Driftly Electric,Automobile,Series A,Bangalore,Electric vehicle startup
1436,400000.0,2020,2019,Imstrong,Fitness,Seed Round,Bangalore,It is an online and live video-streaming platform that allows trainers and fitness enthusiasts to connect and engage in interactive online classes.
1437,3900000.0,2020,2015,Craftsvilla,Marketplace,Series A,Mumbai,Online marketplace for ethnic wear
1438,85860249.91073933,2020,2020,Rupifi,Fintech,Pre seed round,Bangalore,Offers financial products for SMEs
1439,85860249.91073933,2020,2015,SnackAmor,Food,Seed Round,Mumbai,It offers various healthy snacks
1440,85860249.91073933,2020,2019,Zealthy,Healthtech,Seed Round,Bangalore,"It connects women to healthproviders for specialities like infertility, maternity etc.,"
1441,3000000.0,2020,2015,CoinDCX,Fintech,Series A,Bangalore,A cryptocurrency trading platform
1442,670000.0,2020,2015,NuNu TV,Media,Series A,Bangalore,Kids-focussed Youtube channel
1443,1600000.0,2020,2015,QTalk,Technology,Seed Round,Bangalore,Smart Phone Dialer
1444,100000.0,2020,2018,Shadez,Interior & decor,Seed Round,Mumbai,Paint Company
1445,1000000.0,2020,2015,Excess2Sell,Ecommerce,Series A,Mumbai,B2B Marketplace for Overstock & Surplus Inventory
1446,1500000.0,2020,2016,Stanplus,Healthtech,Pre series A,Hyderabad,Ambulance service
1447,2500000.0,2020,2015,Pitstop,Automobile,Series A,Bangalore,Doorstep car service
1448,1100000.0,2020,2015,Univariety,Edtech,Series A,Hyderabad,Online marketplace that provides career counselling and college guidance
1449,42.23,2020,2010,Peel Works,SaaS,"Series C, D",Mumbai,E-commerce for corner/retail stores.
1450,8500000.0,2020,2016,CoreStack,Technology,Series A,Chennai,Enterprise cloud governance technology startup
1451,50000000.0,2020,2017,Vivriti Capital,Fintech,Series B,Chennai,Digital lending startup
1452,3148000.0,2020,2015,Agnikul,Spacetech,Pre series A,Chennai,"It designs, fabricates, tests and launch orbital class launch vehicles"
1453,2600000.0,2020,2020,Fintso,Fintech,Series A,Bangalore,Wealth management platform
1454,85860249.91073933,2020,2015,Khatabook,Fintech,Series A,Bangalore,It helps SMEs to maintain their accounts and ledger online.
1455,7000000.0,2020,2015,Smart Coin,Fintech,Series A,Bangalore,Consumer lending startup
1456,3000000.0,2020,2016,ZunRoof,Cleantech,Series A,Gurugram,"It specialises in solar rooftop design, installation, and management using technology"
1457,3900000.0,2020,2015,Shop101,Social e-commerce,Series C,Bangalore,Enables entrepreneurs to sell online
1458,85860249.91073933,2020,2015,OM Bhakti,FMCG,Seed Round,Bangalore,A puja cotton-wicks manufacturing startup
1459,1100000.0,2020,2016,Lal10,B2B,Series A,Uttar Pradesh,It helps Indian artisans and SMEs reach out to global retailers
1460,85860249.91073933,2020,2016,Anaxee Digital Runner,Tech,Series A,Indore,A tech-enabled ID verification and data collection startup
1461,85860249.91073933,2020,2019,CollegeKhabri,Edtech,Series A,Bhopal,Platform is an end-to-end college and career counselling platform for students
1462,1000000.0,2020,2015,Ola Electric,eMobility,Series A,Bangalore,Electric vehicle
1463,6000000.0,2020,2015,Multi Living,Real Estate,Series A,Mumbai,"It curates apartments from the homeowners, performs the quality check and offers the homes with built-in services to the potential tenants"
1464,4700000.0,2020,2015,FamPay,Fintech,Seed Round,Bangalore,"It allows parents to send money to their kids below the age of 18, which they can spend securely under parent supervision."
1465,500000.0,2020,2015,UnboxRobotics Labs,Automation tech,Seed Round,Bangalore,Automated flexible parcel sorting solutions for logistics providers
1466,2000000.0,2020,2015,Karbon Card,Fintech,Seed Round,Bangalore,Specialisde corporate cards for startups
1467,3000000.0,2020,2015,Airmeet,Media & Networking,Series A,Bangalore,"A platform to host, discover, and attend fully remote events like conferences and professional meet-ups"
1468,1000000.0,2020,2015,Innerchef,Foodtech,Series A,Gurgaon,Cloud kitchen platform
1469,2558000.0,2020,2015,Epigamia,FMCG,Series C,Mumbai,Flavoured and greek yoghurt brand
1470,85860249.91073933,2020,2015,StyleNook,Ecommerce,Series A,Mumbai,Marketplace for fashionable apparel
1471,85860249.91073933,2020,2015,Callido Learning,Edtech,Series A,Mumbai,Provides a structured educational approach to critical thinking and problem solving skills
1472,85860249.91073933,2020,2015,Soxytoes,Ecommerce,Series A,Delhi,Online store to buy various types of socks including funky and colorful socks
1473,85860249.91073933,2020,2018,F5,E-market,Seed Round,Delhi,Retail Aggregator
1474,4049500.0,2020,2013,Paper Boat,Food & Beverages,Series A,Bangalore,Ecommerce platform for beverages and snacks
1475,1500000.0,2020,2019,Strata,Proptech,Seed Round,Bangalore,Real estate investment platform
1476,8000000.0,2020,2015,Salesken,AI & Data science,Series A,Bangalore,Provides sales professionals with intelligence on various aspects of the sales pitch
1477,6000000.0,2020,2015,Arya,Agritech,Series B,Noida,Provides post-harvest services across the agricultural value chain
1478,5500000.0,2020,2015,Leap Finance,Fintech,Series A,Bangalore,Provides education loans to students based on the student’s future income
1479,85860249.91073933,2020,2016,Sleepy Owl,Beverages,Series A,Delhi,"It sells ready to drink cold brew coffees, brew boxes and packs."
1480,10500000.0,2020,2015,Tricog,Healthtech,Series B,Bangalore,Provides virtual cardiology services through its AI-powered healthcare platforms
1481,85860249.91073933,2020,2015,GogoBus,Travel tech,Series A,Delhi,Inter-City Mobility Startup
1482,4000000.0,2020,2016,Trell,Social e-commerce,Pre series A,Bangalore,Allows users to share their travel experiences
1483,500000.0,2020,2015,Spaciya Consultants,Real Estate,Pre series A,Noida,Real estate consultancy firms
1484,6500000.0,2020,2014,Bounce,Automotive and Rentals,Series A,Bangalore,Offers a variety of bikes and scooters that can be rented on a subscription basis
1485,1000000.0,2020,2017,Neeman,Ecommerce,Pre series A,Bangalore,An eco-conscious footwear brand making comfortable shoes using Merino Wool
1486,5000000.0,2020,2017,Chqbook,Fintech,Series A,Gurugram,"Marketplace for small business owners, offering them products around lending, credit cards etc"
1487,30000000.0,2020,2014,SMEcorner,Fintech,Series B,Mumbai,Financial lending firm to SMEs
1488,85860249.91073933,2020,2015,Oda Class,Edtech,Pre series A,Bangalore,"It offers content and material via video, adopting a dual-teacher model with IIT and NIT alumni"
1489,43700000.0,2020,2015,Spinny,E-tail,Series B,Haryana,Used car retailing platform
1490,85860249.91073933,2020,2012,goStops,Accomodation,Series A,Delhi,A premium chain of youth hostels catering to the millennials
1491,23000000.0,2020,2015,Umeed Housing,Fintech,Series D,Haryana,Housing finance company
1492,20000000.0,2020,2016,Vogo,Automotive,Series C,Bangalore,A scooter-sharing platform allowing users to rent a two-wheeler from specific designated pick up points
1493,3000000.0,2020,2015,Flick Stree,AI & Media,Series A,Mumbai,Artificial intelligence-based video publishing network
1494,16000000.0,2020,2016,Qure ai,Healthtech,Series A,Mumbai,Provides interpretations of radiology scans
1495,85860249.91073933,2020,2015,MinionLabs,Machine Learning,Series A,Bangalore,It leverages a Machine Learning-based approach to generate a comprehensive report on predictive analytics
1496,1500000.0,2020,2015,Josh Talks,Media,Pre series A,Haryana,Community of young individuals providing a platform to showcase their stories
1497,85860249.91073933,2020,2015,PhoneParLoan,Fintech,Series A,Delhi,Provides easy loans
1498,13800000.0,2020,2011,RailYatri,Travel,Series A,Noida,A complete Indian railways app
1499,1500000.0,2020,2014,AjnaLens,Deeptech,Pre series A,Thane,"It leverages technologies such as AR, VR & AI to offer hardware in areas such as education and defence"
1500,306900.0,2020,2017,Pepper,Content Marktplace,Seed funding,Mumbai,End to end content creation platform
1501,30000000.0,2020,2015,Rupeek,Fintech,Series A,Bangalore,An asset backed online lending platform
1502,20000000.0,2020,2012,iMerit,IT,Series B,Kolkata,Turns information into data that is usable for machine learning processes
1503,75000000.0,2020,2018,BharatPe,Fintech,Series C,Delhi,Digital payments platform
1504,2500000.0,2020,2015,Invideo,Visual Media,Series A,Bangalore,Video production and editing platform
1505,420000.0,2020,2017,AvalonMeta,Edtech,Series A,Bangalore,It combines higher education and competitive gaming
1506,300000.0,2020,2015,Near Store,Ecommerce,Seed Round,Mumbai,Enables a shop to create an online presence
1507,85860249.91073933,2020,2015,ElecTorq,Automobile,Series A,Delhi,Electric vehicle startup
1508,1200000.0,2020,2015,Prayaan Capital,Fintech,Seed Round,Chennai,"NBFC that lends to micro, small, and medium-sized enterprises (MSMEs)"
1509,1100000.0,2020,2015,Sanfe,Hygiene,Pre series A,Delhi,Women health care and wellness product
1510,627300.0,2020,2018,Go Desi,Foodtech,Seed Round,Delhi,Provides traditional delicacies
1511,113000000.0,2020,2014,Swiggy,Foodtech,Series A,Bangalore,Platform to order food online from restaurants and getting it delievered
1512,32000000.0,2020,2014,Whatfix,SaaS,Series C,Banglore,"Digital adoption platform that helps companies provide intuitive onboarding, training and support"
1513,110000000.0,2020,2010,Unacademy,Edtech,Series E,Bangalore,Platform that offers online education in India
1514,5500000.0,2020,2015,Zvesta,Proptech,Series A,Gurugram,An online platform where users can search and buy properties listed by developers and brokers
1515,11000000.0,2020,2014,Dunzo,Logistics,Series A,Bangalore,India-based hyperlocal delivery startup
1516,340000.0,2020,2015,Digit Insurance,Insurtech,Series A,Bangalore,General Insurance Company
1517,600000.0,2020,2019,Yolo,Transport,Seed funding,Gurugram,Intercity transportation
1518,1397000.0,2020,2015,SmartVizX,VR & SaaS,Pre series A,Bangalore,It developed India’s first VR-based design communication and collaboration product Trezi
1519,3000000.0,2020,2016,MaxWholesale,Ecommerce,Series A,Delhi,B2B ecommerce platform for kirana stores
1520,16000000.0,2020,2009,Carbon Clean,Cleantech,Series A,Bangalore,Develops affordable carbon capture technology
1521,19000000.0,2020,2015,Onsitego,Sales & Services,Series B,Bangalore,It offers post-purchase services through a network of brand authorised service centres throughout the country
1522,250000.0,2020,2014,Genius Corner,Edtech,Series A,Noida,Framework to enable personalised learning using artificial intelligence (AI) and machine learning (ML).
1523,448500.0,2020,2016,PlanetSpark,Edtech,Series A,Gurugram,Provides neighbourhood learning zones where children learn and develop 'new-age' skills under one roof
1524,85860249.91073933,2020,2017,CamCom,AI & Deep learning,Series A,Bangalore,AI automation platform for enterprise quality control
1525,8000000.0,2020,2015,Simsim,Social Commerce,Series B,Bangalore,It enables community opinion influencers to sell products to thousands of micro-communities in India
1526,7975700.0,2020,2015,Shuttl,Transport,Series C,Delhi,App based bus aggregator serice
1527,85860249.91073933,2020,2015,HooLiv,Housing & Rentals,Series A,Delhi,Student Co-living startup
1528,85860249.91073933,2020,2015,ClassMonitor,Edtech,Series A,Indore,The learning platform that blends curriculum-based activities for children
1529,85860249.91073933,2020,2015,Friyey,Co-working,Series A,Pune,Co working space startup
1530,330000.0,2020,2015,Oga,Fitness,Series A,Bangalore,Provides interactive fitness experience to people across the world
1531,3500000.0,2020,2015,Big Basket,Estore,Series A,Bangalore,Online grocery store
1532,85860249.91073933,2020,2015,CYFIRMA,SaaS,Series A,Bangalore,Offer cybersecurity services
1533,5000000.0,2020,2015,Innoviti,"0    Fintech
Name: Sector, dtype: object",Series A,Bangalore,Digital payments solutions company
1534,5600000.0,2020,2010,Paytm money,Fintech,Series A,Bangalore,Wealth Management
1535,24000000.0,2020,2015,Vedantu,Edtech,Series C,Bangalore,Onine learning platform
1536,1402000.0,2020,2015,Yap,Fintech,Series A,Chennai,Banking and payment products-focused API platform
1537,5500000.0,2020,2015,Clover,Agritech,Series A,Bangalore,Provides agricultural solution to farmers working in the greenhouse production of vegetables and fruits
1538,50000000.0,2020,2015,Nova Credit,Fintech,Series B,Bangalore,Cross-border consumer credit startup
1539,5200000.0,2020,2016,CodingNinjas,Edtech,Series A,Delhi,Online learning platform
1540,2200000.0,2020,2011,Furlenco,Ecommerce,Series C,Bangalore,Furniture rental startup
1541,1500000.0,2020,2018,Brick&Bolt,"0    Fintech
Name: Sector, dtype: object",Pre series A,Bangalore,Operates in the residential construction space
1542,1000000.0,2020,2019,HempStreet,Healthtech,Pre series A,Bangalore,Manufacturer of ayurvedic medicines based on cannabis
1543,25000000.0,2020,2015,MoEngage,Marketing,Series C,Bangalore,Customer analytics and cross-channel engagement platform
1544,2500000.0,2020,2018,Classplus,Edtech,Pre series A,Bangalore,It allows coaching centres to take their brick-and-mortar setup online
1545,21500000.0,2020,2012,Chaayos,Beverages,Series A,Bangalore,Provides customised range of tea
1546,2000000.0,2020,2011,PetPooja,SaaS,Series A,Ahmedabad,Restaurant management software provider
1547,85860249.91073933,2020,2015,Altor,Tech,Series A,Bangalore,Makes helmets that are IoT and AI enabled
1548,40000000.0,2020,2013,Pepperfry,E-market,Series F,Mumbai,Online home furniture marketplace
1549,296000000.0,2020,2010,FirstCry,E-market,Series E,Pune,Baby products marketplace
1550,200000000.0,2020,2011,Byju,Edtech,Series A,Bangalore,Provides online learning classes
